React[11]	252.2	-43.5	0.3069	0.630	1.00	3000.		3.2389	0.0239	0.0000		20.000
React[12]	244.1	-44.3	0.2871	0.628	1.00	3000.		2.7712	0.0173	0.0000		20.000
NON--[13]	244.5	0.000	0.0000	0.000	0.00	0.000		2.3050	0.0150	0.0000		20.000
React[14]	245.3	-44.5	0.2880	0.679	1.00	3000.		2.3027	0.0130	0.0000		20.000
React[15]	246.2	-44.5	0.2868	0.734	1.00	3000.		1.8420	0.0118	0.0000		20.000
React[16]	249.2	-44.6	0.2881	0.805	1.00	3000.		1.3793	0.0105	0.0000		20.000
React[17]	254.6	-44.9	0.2897	0.883	1.00	3000.		0.9170	0.0092	0.0000		20.000
React[18]	273.1	-45.5	0.2993	0.966	1.00	3000.		0.4547	0.0056	0.0000		20.000
NON--[19]	273.2	0.000	0.0000	0.000	0.00	0.000		0.0002	0.0057	0.0000		20.000
NON--[20]	274.0	0.000	0.0000	0.000	0.00	0.000		0.0002	0.0057	0.0000		20.000

stages		T	Q						V_out	L_out			P_VLE
Reboiler	350.0	0.409						0.0002	0.0054			20.000
------------------------------------------------------------------------------------------------------------
Napha:		0.75
Gasoline:	0.76
Diesel:		0.60
Heavy:		0.85
============================================================================================================
2018-07-12 19:15:05 - Function time
Elapsed time: 0:01:36
Total time:   0:01:53
============================================================================================================

> Optimized Temperature and Reflux
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages		T	Q						V_out	L_out	L_Prod		W
Condenser	30.00	-150.						2.4093	0.8985	0.0472		2.2855

stages		T	Q	r_FT	Conv%	F	cat		V_out	L_out	L_Prod		P_VLE
NON--[1]	118.0	0.000	0.0000	0.000	0.00	0.000		5.6407	1.0720	0.0000		20.000
NON--[2]	126.7	0.000	0.0000	0.000	0.00	0.000		5.8141	0.9939	0.0000		20.000
NON--[3]	134.8	0.000	0.0000	0.000	0.00	0.000		5.7361	0.9317	0.0000		20.000
NON--[4]	143.2	0.000	0.0000	0.000	0.00	0.000		5.6739	0.8302	0.0345		20.000
NON--[5]	152.2	0.000	0.0000	0.000	0.00	0.000		5.6070	0.7389	0.0000		20.000
NON--[6]	163.0	0.000	0.0000	0.000	0.00	0.000		5.5157	0.5993	0.0000		20.000
NON--[7]	178.4	0.000	0.0000	0.000	0.00	0.000		5.3761	0.3337	0.0834		20.000
React[8]	200.0	-30.5	0.1303	0.210	1.00	3000.		5.1939	0.2946	0.0000		20.000
React[9]	237.4	-34.6	0.2706	0.487	1.00	3000.		4.4121	0.1445	0.0000		20.000
React[10]	240.7	-43.0	0.2732	0.541	1.00	3000.		3.7757	0.0639	0.0274		20.000
React[11]	252.2	-43.5	0.3069	0.630	1.00	3000.		3.2389	0.0239	0.0000		20.000
React[12]	244.1	-44.3	0.2871	0.628	1.00	3000.		2.7712	0.0173	0.0000		20.000
NON--[13]	244.5	0.000	0.0000	0.000	0.00	0.000		2.3050	0.0150	0.0000		20.000
React[14]	245.3	-44.5	0.2880	0.679	1.00	3000.		2.3027	0.0130	0.0000		20.000
React[15]	246.2	-44.5	0.2868	0.734	1.00	3000.		1.8420	0.0118	0.0000		20.000
React[16]	249.2	-44.6	0.2881	0.805	1.00	3000.		1.3793	0.0105	0.0000		20.000
React[17]	254.6	-44.9	0.2897	0.883	1.00	3000.		0.9170	0.0092	0.0000		20.000
React[18]	273.1	-45.5	0.2993	0.966	1.00	3000.		0.4547	0.0056	0.0000		20.000
NON--[19]	273.2	0.000	0.0000	0.000	0.00	0.000		0.0002	0.0057	0.0000		20.000
NON--[20]	274.0	0.000	0.0000	0.000	0.00	0.000		0.0002	0.0057	0.0000		20.000

stages		T	Q						V_out	L_out			P_VLE
Reboiler	350.0	0.409						0.0002	0.0054			20.000
------------------------------------------------------------------------------------------------------------
Napha:		0.75
Gasoline:	0.76
Diesel:		0.60
Heavy:		0.85
============================================================================================================
2018-07-12 19:15:34 - Function time
Elapsed time: 0:00:29
Total time:   0:02:22
============================================================================================================

> Optimized Product Side Draw
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages		T	Q						V_out	L_out	L_Prod		W
Condenser	30.00	-147.						2.3257	0.7582	0.0619		2.3096

stages		T	Q	r_FT	Conv%	F	cat		V_out	L_out	L_Prod		P_VLE
NON--[1]	118.9	0.000	0.0000	0.000	0.00	0.000		5.4555	0.8926	0.0000		20.000
NON--[2]	127.8	0.000	0.0000	0.000	0.00	0.000		5.5899	0.8249	0.0000		20.000
NON--[3]	135.6	0.000	0.0000	0.000	0.00	0.000		5.5222	0.7737	0.0000		20.000
NON--[4]	143.2	0.000	0.0000	0.000	0.00	0.000		5.4710	0.6877	0.0286		20.000
NON--[5]	151.2	0.000	0.0000	0.000	0.00	0.000		5.4137	0.6063	0.0000		20.000
NON--[6]	161.2	0.000	0.0000	0.000	0.00	0.000		5.3322	0.4745	0.0000		20.000
NON--[7]	176.7	0.000	0.0000	0.000	0.00	0.000		5.2005	0.2016	0.0936		20.000
React[8]	200.0	-34.5	0.1297	0.214	1.00	3000.		5.0212	0.2205	0.0000		20.000
React[9]	245.5	-37.1	0.2922	0.519	1.00	3000.		4.2961	0.0992	0.0000		20.000
React[10]	246.2	-43.1	0.2990	0.553	1.00	3000.		3.7239	0.0188	0.0241		20.000
React[11]	242.4	-44.4	0.2905	0.568	1.00	3000.		3.2290	0.0092	0.0000		20.000
React[12]	241.1	-44.4	0.2864	0.601	1.00	3000.		2.7673	0.0080	0.0000		20.000
NON--[13]	241.3	0.000	0.0000	0.000	0.00	0.000		2.3071	0.0073	0.0000		20.000
React[14]	241.5	-44.5	0.2863	0.650	1.00	3000.		2.3064	0.0074	0.0000		20.000
React[15]	241.9	-44.4	0.2844	0.705	1.00	3000.		1.8471	0.0077	0.0000		20.000
React[16]	244.0	-44.3	0.2844	0.777	1.00	3000.		1.3843	0.0077	0.0000		20.000
React[17]	249.3	-44.7	0.2857	0.864	1.00	3000.		0.9197	0.0074	0.0000		20.000
React[18]	272.0	-45.5	0.2993	0.964	1.00	3000.		0.4539	0.0043	0.0000		20.000
NON--[19]	272.1	0.000	0.0000	0.000	0.00	0.000		0.0001	0.0043	0.0000		20.000
NON--[20]	272.8	0.000	0.0000	0.000	0.00	0.000		0.0001	0.0043	0.0000		20.000

stages		T	Q						V_out	L_out			P_VLE
Reboiler	350.0	0.317						0.0002	0.0041			20.000
------------------------------------------------------------------------------------------------------------
Napha:		0.76
Gasoline:	0.75
Diesel:		0.60
Heavy:		0.85
============================================================================================================
2018-07-12 19:16:20 - Function time
Elapsed time: 0:00:46
Total time:   0:03:08
============================================================================================================
